id,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,DateIn,DateRetrofit,DateOut,lat,lon,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,EIC,projectID
0,Borssele,Hard Coal,Steam Turbine,PP,Netherlands,485.0,,1973.0,,2034.0,51.4332,3.716,,0.0,0.0,0.0,{'49W000000000054X'},"{'BEYONDCOAL': {'BEYOND-NL-2'}, 'ENTSOE': {'49W000000000054X'}, 'GEM': {'G100000500496'}, 'OPSD': {'OEU-97'}, 'WIKIPEDIA': {'WIKIPEDIA-132'}, 'GEO': {'GEO-2401'}, 'GPD': {'WRI1019300'}}"
1,Montpezat,Hydro,Reservoir,Store,France,131.8,,1954.0,,,43.7514,6.0888,,0.0,0.0,0.0,{'17W100B100P0287S'},"{'ENTSOE': {'17W100B100P0287S'}, 'GEM': {'G601679'}, 'JRC': {'JRC-H387'}, 'OPSD': {'OEU-239'}, 'GEO': {'GEO-39820'}, 'GPD': {'WRI1002748'}}"
2,Genissiat,Hydro,Run-Of-River,Store,France,397.5,,1948.0,1948.0,,46.0527,5.8128,,0.0,0.0,0.0,{'17W100P100P0319C'},"{'ENTSOE': {'17W100P100P0319C'}, 'GEM': {'G601658'}, 'JRC': {'JRC-H83'}, 'OPSD': {'OEU-216'}, 'GEO': {'GEO-39698'}, 'GPD': {'WRI1002730'}}"
3,Gerstheim,Hydro,Run-Of-River,PP,France,140.5,,1967.0,,,48.4021,7.7272,,0.0,0.0,0.0,{'17W100P100P0310U'},"{'ENTSOE': {'17W100P100P0310U'}, 'GEM': {'G601659'}, 'JRC': {'JRC-H353'}, 'OPSD': {'OEU-217'}, 'GEO': {'GEO-39807'}, 'GPD': {'WRI1002732'}}"
4,Grand Maison,Hydro,Pumped Storage,Store,France,1700.0,,1987.0,2017.0,,45.1454,6.0515,20.59171597633136,0.0,0.0,0.0,{'17W100P100P02756'},"{'ENTSOE': {'17W100P100P02756'}, 'GEM': {'G601661'}, 'JRC': {'JRC-H3'}, 'OPSD': {'OEU-200'}, 'GEO': {'GEO-42969'}, 'GPD': {'WRI1002734'}}"
5,Kembs,Hydro,Run-Of-River,PP,France,162.1,,1932.0,2016.0,,47.6548,7.5183,,0.0,0.0,0.0,{'17W100P100P0307J'},"{'ENTSOE': {'17W100P100P0307J'}, 'GEM': {'G601664'}, 'JRC': {'JRC-H299', 'JRC-H323'}, 'OPSD': {'OEU-219'}, 'GEO': {'GEO-39780'}, 'GPD': {'WRI1002738'}}"
6,Logis Neuf,Hydro,Run-Of-River,PP,France,191.8,,1960.0,1960.0,,44.6763,4.7868,,0.0,0.0,0.0,"{'17W100P100P0322N', '17W000001017799C'}","{'ENTSOE': {'17W100P100P0322N', '17W000001017799C'}, 'GEM': {'G601671'}, 'JRC': {'JRC-H356'}, 'OPSD': {'OEU-206'}, 'GEO': {'GEO-39759'}, 'GPD': {'WRI1002690'}}"
7,Malgovert,Hydro,Reservoir,Store,France,297.0,,1952.0,,,45.6178,6.791,1370.7070707070707,0.0,0.0,0.0,{'17W100P100P02853'},"{'ENTSOE': {'17W100P100P02853'}, 'GEM': {'G601672'}, 'JRC': {'JRC-H149'}, 'OPSD': {'OEU-237'}, 'GEO': {'GEO-39815'}, 'GPD': {'WRI1002740'}}"
8,Marckolsheim,Hydro,Run-Of-River,PP,France,156.2,,1961.0,,,48.1537,7.5898,,0.0,0.0,0.0,{'17W100P100P0305N'},"{'ENTSOE': {'17W100P100P0305N'}, 'GEM': {'G601674'}, 'JRC': {'JRC-H316'}, 'OPSD': {'OEU-220'}, 'GEO': {'GEO-39808'}, 'GPD': {'WRI1002741'}}"
9,Mareges,Hydro,Run-Of-River,PP,France,150.0,,1935.0,2018.0,,45.3917,2.3646,,0.0,0.0,0.0,{'17W100P100P0328B'},"{'ENTSOE': {'17W100P100P0328B'}, 'GEM': {'G601675'}, 'JRC': {'JRC-H328'}, 'OPSD': {'OEU-214'}, 'GEO': {'GEO-39738'}, 'GPD': {'WRI1002742'}}"
10,Monteynard,Hydro,Reservoir,Store,France,366.0,,1962.0,,,44.8722,5.7726,212.8415300546448,0.0,0.0,0.0,{'17W100P100P02861'},"{'ENTSOE': {'17W100P100P02861'}, 'GEM': {'G601677'}, 'JRC': {'JRC-H105'}, 'OPSD': {'OEU-238'}, 'GEO': {'GEO-39790'}, 'GPD': {'WRI1002746'}}"
11,Montezic,Hydro,Pumped Storage,Store,France,910.0,,1982.0,,,44.7372,2.6432,40.0,0.0,0.0,0.0,{'17W100P100P02772'},"{'ENTSOE': {'17W100P100P02772'}, 'GEM': {'G601678'}, 'JRC': {'JRC-H20'}, 'OPSD': {'OEU-201'}, 'GEO': {'GEO-42240'}, 'GPD': {'WRI1002747'}}"
12,Oraison,Hydro,Reservoir,Store,France,187.0,,1962.0,,,43.9212,5.9253,,0.0,0.0,0.0,{'17W100P100P0288Y'},"{'ENTSOE': {'17W100P100P0288Y'}, 'GEM': {'G601680'}, 'JRC': {'JRC-H260'}, 'OPSD': {'OEU-240'}, 'GEO': {'GEO-39706'}, 'GPD': {'WRI1002750'}}"
13,Serre Poncon,Hydro,Reservoir,Store,France,384.0,,1960.0,,,44.4709,6.2696,1036.7567567567567,0.0,0.0,0.0,{'17W100P100P02926'},"{'ENTSOE': {'17W100P100P02926'}, 'GEM': {'G601704'}, 'JRC': {'JRC-H97'}, 'OPSD': {'OEU-249'}, 'GEO': {'GEO-39770'}, 'GPD': {'WRI1002773'}}"
14,Ottmarsheim,Hydro,Run-Of-River,PP,France,156.0,,1952.0,,,47.7741,7.5225,,0.0,0.0,0.0,{'17W100P100P0306L'},"{'ENTSOE': {'17W100P100P0306L'}, 'GEM': {'G601682'}, 'JRC': {'JRC-H318'}, 'OPSD': {'OEU-222'}, 'GEO': {'GEO-39779'}, 'GPD': {'WRI1002751'}}"
15,Pied De Borne,Hydro,Reservoir,Store,France,109.4,,1965.0,,,44.4788,3.9858,,0.0,0.0,0.0,{'17W100P100P0289W'},"{'ENTSOE': {'17W100P100P0289W'}, 'GEM': {'G601684'}, 'JRC': {'JRC-H471'}, 'OPSD': {'OEU-241'}, 'GEO': {'GEO-39800'}, 'GPD': {'WRI1002755'}}"
16,Pouget,Hydro,Reservoir,Store,France,446.9,,1951.0,,,44.0597,2.7701,1.5730337078651686,0.0,0.0,0.0,{'17W100P100P0290A'},"{'ENTSOE': {'17W100P100P0290A'}, 'GEM': {'G601686'}, 'JRC': {'JRC-H73'}, 'OPSD': {'OEU-242'}, 'GEO': {'GEO-39723'}, 'GPD': {'WRI1002758'}}"
17,Pragneres,Hydro,Reservoir,Store,France,189.2,,1953.0,,,42.8205,0.0102,,0.0,0.0,0.0,{'17W100P100P02918'},"{'ENTSOE': {'17W100P100P02918'}, 'GEM': {'G601687'}, 'JRC': {'JRC-H257'}, 'OPSD': {'OEU-243'}, 'GEO': {'GEO-39776'}, 'GPD': {'WRI1002759'}}"
18,Revin,Hydro,Pumped Storage,Store,France,808.0,,1974.0,,,49.9276,4.6171,5.573019801980198,0.0,0.0,0.0,{'17W100P100P02780'},"{'ENTSOE': {'17W100P100P02780'}, 'GEM': {'G601689'}, 'JRC': {'JRC-H29'}, 'OPSD': {'OEU-202'}, 'GEO': {'GEO-45157', 'GEO-39715'}, 'GPD': {'WRI1002763'}}"
19,Rhinau,Hydro,Run-Of-River,PP,France,152.0,,1963.0,2016.0,,48.2844,7.6768,,0.0,0.0,0.0,{'17W100P100P0304P'},"{'ENTSOE': {'17W100P100P0304P'}, 'GEM': {'G601690'}, 'JRC': {'JRC-H325'}, 'OPSD': {'OEU-225'}, 'GEO': {'GEO-39809'}, 'GPD': {'WRI1002764'}}"
20,Saint Chamas,Hydro,Reservoir,Store,France,159.0,,1965.0,,,43.529,5.0741,,0.0,0.0,0.0,{'17W100P100P0296Z'},"{'ENTSOE': {'17W100P100P0296Z'}, 'GEM': {'G601693'}, 'JRC': {'JRC-H311'}, 'OPSD': {'OEU-244'}, 'GEO': {'GEO-39735'}, 'GPD': {'WRI1002765'}}"
21,Saint Esteve,Hydro,Reservoir,Store,France,141.0,,1963.0,,,43.692,5.385,,0.0,0.0,0.0,{'17W100P100P0298V'},"{'ENTSOE': {'17W100P100P0298V'}, 'GEM': {'G601694'}, 'JRC': {'JRC-H351'}, 'OPSD': {'OEU-245'}, 'GEO': {'GEO-39736'}, 'GPD': {'WRI1002766'}}"
22,Saint Guillerme,Hydro,Reservoir,Store,France,116.0,,1983.0,,,45.029,6.0717,,0.0,0.0,0.0,{'17W100P100P0299T'},"{'ENTSOE': {'17W100P100P0299T'}, 'GEM': {'G601695'}, 'JRC': {'JRC-H440'}, 'OPSD': {'OEU-246'}, 'GEO': {'GEO-39797', 'GEO-45154'}, 'GPD': {'WRI1002767'}}"
23,Sainte Croix,Hydro,Reservoir,Store,France,132.3,,1974.0,,,43.7375,6.1343,,0.0,0.0,0.0,{'17W100P100P0297X'},"{'ENTSOE': {'17W100P100P0297X'}, 'GEM': {'G601699'}, 'JRC': {'JRC-H384'}, 'OPSD': {'OEU-247'}, 'GEO': {'GEO-39712'}, 'GPD': {'WRI1002770'}}"
24,Fessenheim,Hydro,Run-Of-River,PP,France,175.0,,1956.0,,,47.9146,7.5706,,0.0,0.0,0.0,{'17W100P100P0303R'},"{'ENTSOE': {'17W100P100P0303R'}, 'GEM': {'G601657'}, 'JRC': {'JRC-H283'}, 'OPSD': {'OEU-213'}, 'GEO': {'GEO-39778'}, 'GPD': {'WRI1002726'}}"
25,Curbans,Hydro,Reservoir,Store,France,139.0,,1966.0,,,47.915,6.0616,,0.0,0.0,0.0,{'17W100P100P02845'},"{'ENTSOE': {'17W100P100P02845'}, 'GEM': {'G601656'}, 'JRC': {'JRC-H370'}, 'OPSD': {'OEU-236'}, 'GEO': {'GEO-39714'}, 'GPD': {'WRI1002717'}}"
26,Couesque,Hydro,Run-Of-River,PP,France,119.0,,1950.0,,,44.6953,2.5825,,0.0,0.0,0.0,{'17W100P100P0313O'},"{'ENTSOE': {'17W100P100P0313O'}, 'GEM': {'G601655'}, 'JRC': {'JRC-H433'}, 'OPSD': {'OEU-211'}, 'GEO': {'GEO-39721'}, 'GPD': {'WRI1002714'}}"
27,Combe Avrieux,Hydro,Reservoir,Store,France,123.0,,1950.0,,,45.215,6.712,,0.0,0.0,0.0,{'17W100P100P02837'},"{'ENTSOE': {'17W100P100P02837'}, 'GEM': {'G601654'}, 'JRC': {'JRC-H419'}, 'OPSD': {'OEU-235'}, 'GEO': {'GEO-39818'}, 'GPD': {'WRI1002710'}}"
28,Malta Oberstufe,Hydro,Pumped Storage,Store,Austria,120.0,,1975.0,1979.0,,47.0659,13.3528,4902.5,0.0,0.0,0.0,{'14W-DMO-KW-----D'},"{'ENTSOE': {'14W-DMO-KW-----D'}, 'GEM': {'G600123'}, 'JRC': {'JRC-H425'}, 'OPSD': {'OEU-5089'}, 'GEO': {'GEO-44814'}, 'GPD': {'WRI1005207'}}"
29,Mayrhofen,Hydro,Reservoir,Store,Austria,355.0,,1970.0,1970.0,,47.1583,11.851,20.845070422535212,0.0,0.0,0.0,{'14W-TZMA-KW----N'},"{'ENTSOE': {'14W-TZMA-KW----N'}, 'GEM': {'G600124'}, 'JRC': {'JRC-H115'}, 'OPSD': {'OEU-5092'}, 'GEO': {'GEO-45044'}, 'GPD': {'WRI1005210'}}"
30,Melk,Hydro,Run-Of-River,PP,Austria,187.0,,1982.0,1982.0,,48.223,15.3041,,0.0,0.0,0.0,{'14W-BME-KW-----Q'},"{'ENTSOE': {'14W-BME-KW-----Q'}, 'GEM': {'G600125'}, 'JRC': {'JRC-H261'}, 'OPSD': {'OEU-5093'}, 'GEO': {'GEO-45168'}, 'GPD': {'WRI1005211'}}"
31,Ottensheim Wilhering,Hydro,Run-Of-River,PP,Austria,179.0,,1974.0,1974.0,,48.3178,14.1503,,0.0,0.0,0.0,{'14W-BOW-KW-----9'},"{'ENTSOE': {'14W-BOW-KW-----9'}, 'GEM': {'G600127'}, 'JRC': {'JRC-H278'}, 'OPSD': {'OEU-5101'}, 'GEO': {'GEO-45164'}, 'GPD': {'WRI1005219'}}"
32,Wallsee Mitterkirchen,Hydro,Run-Of-River,PP,Austria,210.0,,1968.0,1968.0,,48.1665,14.6952,,0.0,0.0,0.0,{'14W-BWM-KW-----L'},"{'ENTSOE': {'14W-BWM-KW-----L'}, 'GEM': {'G600143'}, 'JRC': {'JRC-H225'}, 'OPSD': {'OEU-5141'}, 'GEO': {'GEO-45166'}, 'GPD': {'WRI1005262'}}"
33,Ybbs Persenbeug,Hydro,Run-Of-River,PP,Austria,236.5,,1959.0,1959.0,,48.1894,15.068,,0.0,0.0,0.0,{'14W-BYP-KW-----6'},"{'ENTSOE': {'14W-BYP-KW-----6'}, 'GEM': {'G600144'}, 'JRC': {'JRC-H174'}, 'OPSD': {'OEU-5146'}, 'GEO': {'GEO-45167'}, 'GPD': {'WRI1018682'}}"
34,Coo,Hydro,Pumped Storage,Store,Belgium,1164.0,,1969.0,,,50.3846,5.8616,4.29553264604811,0.0,0.0,0.0,"{'22WCOOXIX000067T', '22WCOOXII000070C'}","{'ENTSOE': {'22WCOOXIX000067T', '22WCOOXII000070C'}, 'GEM': {'G600149', 'G600150'}, 'JRC': {'JRC-H9'}, 'OPSD': {'OEU-11', 'OEU-10'}, 'GEO': {'GEO-41951'}, 'GPD': {'WRI1002221'}}"
35,Plate Taille,Hydro,Pumped Storage,Store,Belgium,144.0,,1980.0,,,50.1884,4.3862,4.930555555555555,0.0,0.0,0.0,{'22WPLATEX000208N'},"{'ENTSOE': {'22WPLATEX000208N'}, 'GEM': {'G600151'}, 'JRC': {'JRC-H347'}, 'OPSD': {'OEU-63'}, 'GEO': {'GEO-41971'}, 'GPD': {'WRI1002263'}}"
36,Imatra,Hydro,Run-Of-River,PP,Finland,192.0,,1929.0,2013.0,,61.1668,28.7745,,0.0,0.0,0.0,{'44W-T-VV-000003Y'},"{'ENTSOE': {'44W-T-VV-000003Y'}, 'GEM': {'G601625'}, 'JRC': {'JRC-H251'}, 'OPSD': {'OEU-1437'}, 'GEO': {'GEO-45225'}, 'GPD': {'WRI1002350'}}"
37,Aston,Hydro,Run-Of-River,PP,France,104.0,,1947.0,,,42.7772,1.6764,,0.0,0.0,0.0,{'17W100P100P0315K'},"{'ENTSOE': {'17W100P100P0315K'}, 'GEM': {'G601638'}, 'JRC': {'JRC-H495'}, 'OPSD': {'OEU-204'}, 'GEO': {'GEO-39716'}, 'GPD': {'WRI1002688'}}"
38,Avignon,Hydro,Run-Of-River,PP,France,120.0,,1973.0,1973.0,,43.9764,4.8191,,0.0,0.0,0.0,{'17W100P100P0326F'},"{'ENTSOE': {'17W100P100P0326F'}, 'GEM': {'G601640'}, 'JRC': {'JRC-H407'}, 'OPSD': {'OEU-205'}, 'GEO': {'GEO-39823'}, 'GPD': {'WRI1002689'}}"
39,Bathie,Hydro,Reservoir,Store,France,592.0,,1961.0,2018.0,,45.6452,6.4443,1038.8278388278388,0.0,0.0,0.0,{'17W100P100P0280D'},"{'ENTSOE': {'17W100P100P0280D'}, 'GEM': {'G601641'}, 'JRC': {'JRC-H47'}, 'OPSD': {'OEU-232'}, 'GEO': {'GEO-45155', 'GEO-39814'}, 'GPD': {'WRI1002691'}}"
40,Beauchastel,Hydro,Run-Of-River,PP,France,192.0,,1963.0,1963.0,,44.8242,4.8099,,0.0,0.0,0.0,{'17W100P100P0321P'},"{'ENTSOE': {'17W100P100P0321P'}, 'GEM': {'G601643'}, 'JRC': {'JRC-H245'}, 'OPSD': {'OEU-207'}, 'GEO': {'GEO-39756'}, 'GPD': {'WRI1002692'}}"
41,Bollene,Hydro,Run-Of-River,PP,France,349.2,,1952.0,1952.0,,44.3039,4.7418,,0.0,0.0,0.0,{'17W100P100P0324J'},"{'ENTSOE': {'17W100P100P0324J'}, 'GEM': {'G601645'}, 'JRC': {'JRC-H116'}, 'OPSD': {'OEU-212'}, 'GEO': {'GEO-39757'}, 'GPD': {'WRI1002723'}}"
42,Bort,Hydro,Reservoir,Store,France,235.0,,1951.0,,,45.4127,2.4986,,0.0,0.0,0.0,{'17W100P100P0281B'},"{'ENTSOE': {'17W100P100P0281B'}, 'GEM': {'G601646'}, 'JRC': {'JRC-H187'}, 'OPSD': {'OEU-233'}, 'GEO': {'GEO-39749', 'GEO-2402'}, 'GPD': {'WRI1002696'}}"
43,Bourg Les Valence,Hydro,Run-Of-River,PP,France,180.0,,1968.0,1968.0,,44.9612,4.8724,,0.0,0.0,0.0,{'17W100P100P0320R'},"{'ENTSOE': {'17W100P100P0320R'}, 'GEM': {'G601647'}, 'JRC': {'JRC-H274'}, 'OPSD': {'OEU-208'}, 'GEO': {'GEO-39761'}, 'GPD': {'WRI1002698'}}"
44,Brommat,Hydro,Reservoir,Store,France,406.0,,1933.0,,,44.7682,2.6834,,0.0,0.0,0.0,{'17W100P100P02829'},"{'ENTSOE': {'17W100P100P02829'}, 'GEM': {'G601648'}, 'JRC': {'JRC-H89'}, 'OPSD': {'OEU-234'}, 'GEO': {'GEO-39720'}, 'GPD': {'WRI1002700'}}"
45,Caderousse,Hydro,Run-Of-River,PP,France,186.6,,1975.0,1975.0,,44.0961,4.7233,,0.0,0.0,0.0,{'17W100P100P0325H'},"{'ENTSOE': {'17W100P100P0325H'}, 'GEM': {'G601649'}, 'JRC': {'JRC-H317'}, 'OPSD': {'OEU-209'}, 'GEO': {'GEO-39825'}, 'GPD': {'WRI1002702'}}"
46,Chastang,Hydro,Run-Of-River,Store,France,293.0,,1951.0,,,45.1518,2.0098,,0.0,0.0,0.0,{'17W100P100P0302T'},"{'ENTSOE': {'17W100P100P0302T'}, 'GEM': {'G601650'}, 'JRC': {'JRC-H151'}, 'OPSD': {'OEU-210'}, 'GEO': {'GEO-2638', 'GEO-39746'}, 'GPD': {'WRI1002704'}}"
47,Cheylas,Hydro,Pumped Storage,Store,France,485.0,,1979.0,,,45.3865,6.0013,5.8,0.0,0.0,0.0,{'17W100P100P0273A'},"{'ENTSOE': {'17W100P100P0273A'}, 'GEM': {'G601652'}, 'JRC': {'JRC-H63'}, 'OPSD': {'OEU-198'}, 'GEO': {'GEO-45014'}, 'GPD': {'WRI1002705'}}"
48,Coche,Hydro,Pumped Storage,Store,France,320.0,,1975.0,2019.0,,45.4968,6.5103,2.90625,0.0,0.0,0.0,{'17W100P100P02748'},"{'ENTSOE': {'17W100P100P02748'}, 'GEM': {'G601653'}, 'JRC': {'JRC-H134'}, 'OPSD': {'OEU-199'}, 'GEO': {'GEO-39819'}, 'GPD': {'WRI1002709'}}"
49,Sarrans,Hydro,Reservoir,Store,France,183.0,,1932.0,,,44.828,2.7395,,0.0,0.0,0.0,{'17W100P100P02934'},"{'ENTSOE': {'17W100P100P02934'}, 'GEM': {'G601703'}, 'JRC': {'JRC-H267'}, 'OPSD': {'OEU-248'}, 'GEO': {'GEO-39726'}, 'GPD': {'WRI1002771'}}"
50,Sisteron,Hydro,Reservoir,Store,France,240.0,,1975.0,2017.0,,44.2093,5.9186,,0.0,0.0,0.0,{'17W100P100P02942'},"{'ENTSOE': {'17W100P100P02942'}, 'GEM': {'G601705'}, 'JRC': {'JRC-H221'}, 'OPSD': {'OEU-250'}, 'GEO': {'GEO-39773'}, 'GPD': {'WRI1002774'}}"
51,Kaprun Hauptstufe,Hydro,Reservoir,Store,Austria,260.0,,1953.0,2014.0,,47.2594,12.7385,666.25,0.0,0.0,0.0,{'14W-TKH-KW-----O'},"{'ENTSOE': {'14W-TKH-KW-----O'}, 'GEM': {'G600110'}, 'JRC': {'JRC-H182'}, 'OPSD': {'OEU-5076'}, 'GEO': {'GEO-45542'}, 'GPD': {'WRI1005190'}}"
52,Grande Dixence,Hydro,Reservoir,Store,Switzerland,2347.0,,1934.0,1999.0,,46.183,7.2515,852.730787820203,0.0,0.0,0.0,"{'12W-0000000902-P', '12W-0000000034-F'}","{'ENTSOE': {'12W-0000000902-P', '12W-0000000034-F'}, 'GEM': {'G603513'}, 'JRC': {'JRC-H1'}, 'OPSD': {'OEU-1080'}, 'GEO': {'GEO-45218'}, 'GPD': {'WRI1004178'}}"
53,Trangslet,Hydro,Reservoir,Store,Sweden,330.0,,1960.0,,,61.3813,13.725,,0.0,0.0,0.0,{'46WPU0000000018Q'},"{'ENTSOE': {'46WPU0000000018Q'}, 'GEM': {'G603504'}, 'JRC': {'JRC-H126'}, 'OPSD': {'OEU-4854', 'OEU-4855', 'OEU-4853'}, 'GEO': {'GEO-44342'}, 'GPD': {'WRI1019384'}}"
54,Vietas,Hydro,Reservoir,Store,Sweden,325.0,,1971.0,,,67.4927,18.3547,,0.0,0.0,0.0,{'46WPU0000000027P'},"{'ENTSOE': {'46WPU0000000027P'}, 'GEM': {'G603508'}, 'JRC': {'JRC-H127'}, 'OPSD': {'OEU-4858', 'OEU-4859'}, 'GEO': {'GEO-46242'}, 'GPD': {'WRI1002105'}}"
55,Cb Ve,Hydro,Pumped Storage,Store,Switzerland,107.0,,1943.0,1999.0,,46.1914,6.0274,,0.0,0.0,0.0,{'12W-0000000851-D'},"{'ENTSOE': {'12W-0000000851-D'}, 'GEM': {'G603562'}, 'JRC': {'JRC-H505'}, 'OPSD': {'OEU-1149'}, 'GEO': {'GEO-45459'}, 'GPD': {'WRI1004614'}}"
56,Kll Linth Limmern Ag,Hydro,Pumped Storage,Store,Switzerland,1482.0,,1964.0,2016.0,,46.86255,8.999749999999999,27.99736495388669,0.0,0.0,0.0,{'12W-0000000018-B'},"{'ENTSOE': {'12W-0000000018-B'}, 'GEM': {'G603559', 'G603536'}, 'JRC': {'JRC-H56'}, 'OPSD': {'OEU-916', 'OEU-915'}, 'GEO': {'GEO-45437', 'GEO-45436'}, 'GPD': {'WRI1004316', 'WRI1004315'}}"
57,Crua,Hydro,Pumped Storage,Store,United Kingdom,440.0,,1965.0,1965.0,,56.4192,-5.0127,15.909090909090908,0.0,0.0,0.0,{'48WSTN00000CRUAC'},"{'ENTSOE': {'48WSTN00000CRUAC'}, 'GEM': {'G603737'}, 'JRC': {'JRC-H75'}, 'OPSD': {'OEU-2882'}, 'GEO': {'GEO-2824'}, 'GPD': {'GBR2001140', 'GBR1000455'}}"
58,Dino,Hydro,Run-Of-River,Store,United Kingdom,1728.0,,1984.0,1984.0,,53.1206,-4.1153,5.777777777777778,0.0,0.0,0.0,{'48WSTN10000DINOQ'},"{'ENTSOE': {'48WSTN10000DINOQ'}, 'GEM': {'G603738'}, 'JRC': {'JRC-H2'}, 'OPSD': {'OEU-2904'}, 'GEO': {'GEO-2941'}, 'GPD': {'GBR1000151', 'GBR2001139'}}"
59,Ffes,Hydro,Run-Of-River,Store,United Kingdom,384.0,,1963.0,1963.0,,52.9808,-3.9686,4.805555555555555,0.0,0.0,0.0,{'48WSTN00000FFESK'},"{'ENTSOE': {'48WSTN00000FFESK'}, 'GEM': {'G603742'}, 'JRC': {'JRC-H112'}, 'OPSD': {'OEU-2905'}, 'GEO': {'GEO-3173'}, 'GPD': {'GBR1000152'}}"
60,Foye,Hydro,Run-Of-River,Store,United Kingdom,320.0,,1968.0,1974.0,,57.2558,-4.4941,20.65573770491803,0.0,0.0,0.0,{'48WSTN00000FOYEQ'},"{'ENTSOE': {'48WSTN00000FOYEQ'}, 'GEM': {'G603744'}, 'JRC': {'JRC-H144'}, 'OPSD': {'OEU-3005', 'OEU-3063'}, 'GEO': {'GEO-3219'}, 'GPD': {'GBR0000403', 'GBR2000657'}}"
61,Sloy,Hydro,Run-Of-River,Store,United Kingdom,153.0,,1950.0,1950.0,,56.2615,-4.7636,,0.0,0.0,0.0,{'48WSTN00000SLOY0'},"{'ENTSOE': {'48WSTN00000SLOY0'}, 'GEM': {'G603750'}, 'JRC': {'JRC-H324'}, 'OPSD': {'OEU-3051'}, 'GEO': {'GEO-44140'}, 'GPD': {'GBR1000404'}}"
62,Verzasca,Hydro,Reservoir,Store,Switzerland,114.0,,1965.0,1965.0,,46.1942,8.8491,,0.0,0.0,0.0,{'12W-0000000065-0'},"{'ENTSOE': {'12W-0000000065-0'}, 'GEM': {'G603523'}, 'JRC': {'JRC-H383'}, 'OPSD': {'OEU-1183'}, 'GEO': {'GEO-45219'}, 'GPD': {'WRI1004204'}}"
63,Khr Hinterrhein Ag,Hydro,Pumped Storage,Store,Switzerland,640.0,,1942.0,2016.0,,46.7011,8.2389,33.52211847543242,0.0,0.0,0.0,{'12W-0000000016-H'},"{'ENTSOE': {'12W-0000000016-H'}, 'GEM': {'G603532', 'G603531'}, 'JRC': {'JRC-H237', 'JRC-H72'}, 'OPSD': {'OEU-732', 'OEU-737', 'OEU-731'}, 'GEO': {'GEO-45447', 'GEO-45446'}, 'GPD': {'WRI1004250'}}"
64,St Etienne Cantales,Hydro,Reservoir,Store,France,103.3,,1945.0,2016.0,,44.9453,2.2184,,0.0,0.0,0.0,{'17W100P100P02950'},"{'ENTSOE': {'17W100P100P02950'}, 'GEM': {'G601698'}, 'JRC': {'JRC-H501'}, 'OPSD': {'OEU-251'}, 'GEO': {'GEO-39739'}, 'GPD': {'WRI1002778'}}"
65,Mellach,Hard Coal,Steam Turbine,CHP,Austria,200.0,,1986.0,1986.0,2020.0,46.9117,15.4883,,0.0,0.0,0.0,{'14W-WML-KW-----0'},"{'BEYONDCOAL': {'BEYOND-AT-11'}, 'ENTSOE': {'14W-WML-KW-----0'}, 'GEM': {'G100000106840'}, 'JRC': {'JRC-H1478'}, 'OPSD': {'OEU-5153'}, 'GEO': {'GEO-45150'}}"
66,Bastardo,Hard Coal,Steam Turbine,PP,Italy,138.29054348447616,,1989.0,,2025.0,42.8933,12.5397,,0.0,0.0,0.0,{'26WIMPI-S10BSTRJ'},"{'BEYONDCOAL': {'BEYOND-IT-10'}, 'ENTSOE': {'26WIMPI-S10BSTRJ'}, 'GEM': {'G100000107978', 'G100000107979'}, 'OPSD': {'OEU-1325'}, 'GEO': {'GEO-43725'}, 'GPD': {'WRI1002853'}}"
67,Doel,Nuclear,Steam Turbine,PP,Belgium,2911.0,,1975.0,,2025.0,51.3254,4.2597,,0.0,0.0,0.0,"{'22WDOELX40000793', '22WDOELX2000077N', '22WDOELX1000076X', '22WDOELX3000078D'}","{'ENTSOE': {'22WDOELX40000793', '22WDOELX2000077N', '22WDOELX1000076X', '22WDOELX3000078D'}, 'GEM': {'G100000500500', 'G100000500197', 'G100000500234', 'G100000500499'}, 'OPSD': {'OEU-13', 'OEU-12', 'OEU-14', 'OEU-15'}, 'WIKIPEDIA': {'WIKIPEDIA-1', 'WIKIPEDIA-4', 'WIKIPEDIA-2', 'WIKIPEDIA-3'}, 'GEO': {'GEO-2948'}, 'GPD': {'WRI1002223'}}"
68,Didcot,Hard Coal,CCGT,PP,United Kingdom,1490.0,0.5499999999999999,1970.0,1998.0,2013.0,51.6223,-1.2608,,0.0,0.0,0.0,{'48WSTN0000DIDCBC'},"{'BEYONDCOAL': {'BEYOND-UK-22'}, 'ENTSOE': {'48WSTN0000DIDCBC'}, 'GEM': {'L100000401457'}, 'OPSD': {'OEU-2931', 'OEU-2957'}, 'GEO': {'GEO-2929'}, 'GPD': {'GBR1000369', 'GBR1000377'}}"
69,Emile Huchet,Hard Coal,CCGT,PP,France,596.4932108963737,,1958.0,2010.0,2022.0,49.1525,6.6981,,0.0,0.0,0.0,"{'17W100P100P0344D', '17W100P100P0345B'}","{'BEYONDCOAL': {'BEYOND-FR-67'}, 'ENTSOE': {'17W100P100P0344D', '17W100P100P0345B'}, 'GEM': {'L100000400098'}, 'OPSD': {'OEU-173', 'OEU-174'}, 'GEO': {'GEO-46608'}, 'GPD': {'WRI1002724'}}"
