id,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,DateIn,DateRetrofit,DateOut,lat,lon,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,EIC,projectID
10402,Debnica Kaszubska Wind Farm,Wind,Onshore,PP,Poland,20.0,,2022.0,,,54.3704,17.1521,,0.0,0.0,0.0,{nan},{'GEM': {'G100000914514'}}
10403,Debnik Ketrzynski Solar,Solar,PV,PP,Poland,2.0,,,,,54.0628,21.1139,,0.0,0.0,0.0,{nan},{'GEM': {'G100001007396'}}
10404,Debno Mysliborski Solar,Solar,PV,PP,Poland,3.9,,,,,52.7397,14.7015,,0.0,0.0,0.0,{nan},{'GEM': {'G100001007615'}}
10405,Debowa Laka Wind Farm,Wind,Onshore,PP,Poland,33.0,,2020.0,,,53.2517,19.0965,,0.0,0.0,0.0,{nan},{'GEM': {'G100000916906'}}
10406,Debrecen Hajdu Bihar Solar,Solar,PV,PP,Hungary,15.4,,,,,47.48425,21.61355,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100001007226', 'G100001007215'}}"
10407,Debsk Wind Farm,Wind,Onshore,PP,Poland,121.0,,2023.0,,,53.0337,19.9686,,0.0,0.0,0.0,{nan},{'GEM': {'G100000919543'}}
10408,Debstedt Solar Farm,Solar,PV,PP,Germany,1.5,,2012.0,,,53.626,8.6667,,0.0,0.0,0.0,{nan},{'GEM': {'G100000821018'}}
10409,Debstedt Wind Farm,Wind,Onshore,PP,Germany,29.0,,2000.0,,,53.6323,8.66985,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100000913952', 'G100000911159'}}"
10410,Dechering Solarpark Hohen Sprenz Gmbh Co Kg Solar Farm,Solar,PV,PP,Germany,1.0,,2012.0,,,53.9111,12.195,,0.0,0.0,0.0,{nan},{'GEM': {'G100000823643'}}
10411,Decize Confidentiel Solar Farm,Solar,PV,PP,France,11.9,,2021.0,,,46.8284,3.4616,,0.0,0.0,0.0,{nan},{'GEM': {'G100000819332'}}
10412,Decoy Farm House Solar Modules,Solar,PV,PP,United Kingdom,6.0,,2014.0,,,50.8291,-0.692,,0.0,0.0,0.0,{nan},{'GEM': {'G100000828747'}}
10413,Decoy Farm Solar Farm,Solar,PV,PP,United Kingdom,5.0,,2015.0,,,52.698,-0.1329,,0.0,0.0,0.0,{nan},{'GEM': {'G100000828748'}}
10414,Dedelow Solar Farm,Solar,PV,PP,Germany,3.8,,2011.0,,,53.3566,13.7913,,0.0,0.0,0.0,{nan},{'GEM': {'G100000821019'}}
10415,Deep Moor Landfill Site Solar Farm,Solar,PV,PP,United Kingdom,2.0,,2018.0,,,50.9681,-4.0951,,0.0,0.0,0.0,{nan},{'GEM': {'G100000828749'}}
10416,Deepdale Farm Solar Farm,Solar,PV,PP,United Kingdom,8.0,,2016.0,,,53.0276,-0.3991,,0.0,0.0,0.0,{nan},{'GEM': {'G100000828751'}}
10417,Deersheim Solar Farm,Solar,PV,PP,Germany,3.6,,2012.0,,,51.9882,10.7735,,0.0,0.0,0.0,{nan},{'GEM': {'G100000821020'}}
10418,Defford Aerodrome Solar Farm,Solar,PV,PP,United Kingdom,49.9,,,,,52.0884,-2.1555,,0.0,0.0,0.0,{nan},{'GEM': {'G100000807765'}}
10419,Dehesa Del Coscojar Wind Farm,Wind,Onshore,PP,Spain,65.0,,2000.0,,,41.71,-1.2565,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100000913036', 'G100000918464'}}"
10420,Dehesa Virginia Wind Farm,Wind,Onshore,PP,Spain,30.0,,2007.0,,,39.068,-1.343,,0.0,0.0,0.0,{nan},{'GEM': {'G100000916478'}}
10421,Dehesilla Wind Farm,Wind,Onshore,PP,Spain,191.0,,2008.0,,,41.914525,-4.78015,,0.0,0.0,0.0,"{nan, nan, nan, nan}","{'GEM': {'G100000918121', 'G100000918118', 'G100000918452', 'G100000918119'}}"
10422,Dehlingen Wind Farm,Wind,Onshore,PP,France,12.0,,2013.0,,,48.9828,7.1731,,0.0,0.0,0.0,{nan},{'GEM': {'G100000912172'}}
10423,Deil Windpark,Wind,Onshore,PP,Netherlands,37.0,,2020.0,,,51.85445,5.2277000000000005,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100000915732', 'G100000925155'}}"
10424,Deinste Wind Farm,Wind,Onshore,PP,Germany,51.0,,2004.0,,,53.50335,9.4728,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100000915096', 'G100000916367'}}"
10425,Dej Cluj Solar,Solar,PV,PP,Romania,16.5,,,,,47.138,23.810866666666666,,0.0,0.0,0.0,"{nan, nan, nan}","{'GEM': {'G100001007749', 'G100001007731', 'G100001007714'}}"
10426,Delfzijl Midden Wind Farm,Wind,Onshore,PP,Netherlands,39.0,,,,,53.36,6.8351,,0.0,0.0,0.0,{nan},{'GEM': {'G100000925156'}}
10427,Delfzijl Noord Wind Farm,Wind,Onshore,PP,Netherlands,141.0,,2014.0,,,53.3102,6.974500000000001,,0.0,0.0,0.0,"{nan, nan, nan, nan}","{'GEM': {'G100000925231', 'G100000925230', 'G100000925157', 'G100000918961'}}"
10428,Delfzijl Zuid Wind Farm,Wind,Onshore,PP,Netherlands,264.0,,,,,53.2736,7.0298,,0.0,0.0,0.0,"{nan, nan, nan, nan}","{'GEM': {'G100000919468', 'G100000925158', 'G100000925159', 'G100000919700'}}"
10429,Deliceto Aren Wind Farm,Wind,Onshore,PP,Italy,26.0,,2016.0,,,41.0001,15.0002,,0.0,0.0,0.0,{nan},{'GEM': {'G100000915924'}}
10430,Deliceto Fortore Wind Farm,Wind,Onshore,PP,Italy,23.0,,2012.0,,,41.223,15.3858,,0.0,0.0,0.0,{nan},{'GEM': {'G100000915286'}}
10431,Deliceto Solar,Solar,PV,PP,Italy,12.3,,2011.0,,,41.217,15.487,,0.0,0.0,0.0,{nan},{'GEM': {'G100000825933'}}
10432,Deling Invest Solar Farm,Solar,PV,PP,Bosnia and Herzegovina,37.0,,,,,44.5089,18.5749,,0.0,0.0,0.0,{nan},{'GEM': {'G100001003809'}}
10433,Delitzsch Dach Solar,Solar,PV,PP,Germany,1.2,,2010.0,,,51.517,12.356,,0.0,0.0,0.0,{nan},{'GEM': {'G100001002433'}}
10434,Delitzsch Solar Farm,Solar,PV,PP,Germany,35.2,,2012.0,,,51.51096666666666,12.3131,,0.0,0.0,0.0,"{nan, nan, nan}","{'GEM': {'G100000822948', 'G100000806676', 'G100000822949'}}"
10435,Delitzscher Strasse Solar,Solar,PV,PP,Germany,1.0,,2012.0,,,51.4814,12.0175,,0.0,0.0,0.0,{nan},{'GEM': {'G100001002434'}}
10436,Delouze Rosieres Wind Farm,Wind,Onshore,PP,France,12.3,,2012.0,,,48.5751,5.529,,0.0,0.0,0.0,{nan},{'GEM': {'G100000915469'}}
10437,Delphini Solar Farm,Solar,PV,PP,Greece,100.0,,2024.0,,,41.3474,23.855,,0.0,0.0,0.0,{nan},{'GEM': {'G100000825411'}}
10438,Demange Wind Farm,Wind,Onshore,PP,France,32.0,,2005.0,,,48.59955,5.4803,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100000911668', 'G100000914428'}}"
10439,Demie Lieue Wind Farm,Wind,Onshore,PP,France,12.0,,2011.0,,,49.6035,2.1186,,0.0,0.0,0.0,{nan},{'GEM': {'G100000911563'}}
10440,Den Helder Solar,Solar,PV,PP,Netherlands,27.7,,2020.0,,,52.9378,4.770700000000001,,0.0,0.0,0.0,"{nan, nan, nan}","{'GEM': {'G100001008642', 'G100001008641', 'G100001008640'}}"
10441,Den Tol Wind Park,Wind,Onshore,PP,Netherlands,34.0,,2021.0,,,51.861,6.3256,,0.0,0.0,0.0,{nan},{'GEM': {'G100000919200'}}
10442,Dendermonde Solar,Solar,PV,PP,Belgium,4.9,,,,,51.0268,4.0454,,0.0,0.0,0.0,{nan},{'GEM': {'G100001008409'}}
10443,Dendri Ayios Athanasios Solar Farm,Solar,PV,PP,Greece,2.0,,,,,38.5566,23.1214,,0.0,0.0,0.0,{nan},{'GEM': {'G100000825412'}}
10444,Dengemarsh Road Solar Farm,Solar,PV,PP,United Kingdom,1.0,,2016.0,,,50.9352,0.9099,,0.0,0.0,0.0,{nan},{'GEM': {'G100000828753'}}
10445,Denkendorf Solar Farm,Solar,PV,PP,Germany,10.9,,2010.0,,,48.9251,11.460475,,0.0,0.0,0.0,"{nan, nan, nan, nan}","{'GEM': {'G100000824104', 'G100000824103', 'G100000823865', 'G100000821022'}}"
10446,Denkendorf Wind Farm,Wind,Onshore,PP,Germany,12.0,,2013.0,,,48.9542,11.4955,,0.0,0.0,0.0,{nan},{'GEM': {'G100000911564'}}
10447,Dennin Wind Farm,Wind,Onshore,PP,Germany,11.0,,2023.0,,,53.8056,13.4678,,0.0,0.0,0.0,{nan},{'GEM': {'G100000911119'}}
10448,Denton Hall Farm Road Denton Solar Photovoltaic System,Solar,PV,PP,United Kingdom,1.2,,2023.0,,,53.4491,-2.1335,,0.0,0.0,0.0,{nan},{'GEM': {'G100000828755'}}
10449,Deols Confidentiel Solar Farm,Solar,PV,PP,France,23.7,,2021.0,,,46.8268,1.701,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100000819333', 'G100000819334'}}"
10450,Deponie Bergen Enthal Solar Farm,Solar,PV,PP,Germany,1.2,,2014.0,,,47.8289,12.5826,,0.0,0.0,0.0,{nan},{'GEM': {'G100000821023'}}
10451,Deponie Brombachtal Solar Farm,Solar,PV,PP,Germany,1.1,,2010.0,,,49.7178,8.926,,0.0,0.0,0.0,{nan},{'GEM': {'G100000820546'}}
10452,Deponie Chuttlitz Solar Farm,Solar,PV,PP,Germany,4.6,,2010.0,,,52.8596,11.11805,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100000823827', 'G100000821024'}}"
10453,Deponie Glaubitz Solar Farm,Solar,PV,PP,Germany,5.3,,2016.0,,,51.3322,13.3704,,0.0,0.0,0.0,{nan},{'GEM': {'G100000821025'}}
10454,Deponie Mathiasgrube Solar Farm,Solar,PV,PP,Germany,1.7,,2011.0,,,49.3444,12.0455,,0.0,0.0,0.0,{nan},{'GEM': {'G100000821026'}}
10455,Deponie Po Solar Farm,Solar,PV,PP,Germany,2.5,,2016.0,,,54.0279,9.4789,,0.0,0.0,0.0,{nan},{'GEM': {'G100000821027'}}
10456,Deponie Siegelsdorf Veitsbronn Solar Farm,Solar,PV,PP,Germany,2.4,,2015.0,,,49.5037,10.8741,,0.0,0.0,0.0,{nan},{'GEM': {'G100000821028'}}
10457,Deponie Solar Farm,Solar,PV,PP,Germany,3.6,,2015.0,,,50.2745,10.222349999999999,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100000821388', 'G100000821029'}}"
10458,Deponie Teterow Solar,Solar,PV,PP,Germany,1.1,,2011.0,,,53.772,12.6008,,0.0,0.0,0.0,{nan},{'GEM': {'G100001002435'}}
10459,Deponie Uttingen Solar Farm,Solar,PV,PP,Germany,6.4,,2012.0,,,49.7911,9.7172,,0.0,0.0,0.0,{nan},{'GEM': {'G100000821030'}}
10460,Deponieflache Solar Farm,Solar,PV,PP,Germany,1.1,,2007.0,,,47.9945,9.1802,,0.0,0.0,0.0,{nan},{'GEM': {'G100000821031'}}
10461,Depvoe Bnetza Solar Farm,Solar,PV,PP,Germany,1.0,,2022.0,,,48.2948,10.085,,0.0,0.0,0.0,{nan},{'GEM': {'G100000821033'}}
10462,Derby,Natural Gas,Steam Turbine,CHP,United Kingdom,58.0,,,,,52.884065,-1.464076,,0.0,0.0,0.0,{nan},{'GEM': {'L100000406414'}}
10463,Dermenas Fier County Solar,Solar,PV,PP,Albania,8.0,,,,,40.7138,19.41875,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100001006426', 'G100001006427'}}"
10464,Derramador Wind Farm,Wind,Onshore,PP,Spain,100.0,,2022.0,,,38.921,-1.7247,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100000918453', 'G100000918485'}}"
10465,Derrinlough Wind Farm,Wind,Onshore,PP,Ireland,105.0,,,,,53.1853,-7.8809,,0.0,0.0,0.0,{nan},{'GEM': {'G100000925014'}}
10466,Derriton Fields Solar Farm,Solar,PV,PP,United Kingdom,11.8,,2014.0,,,50.8026,-4.3678,,0.0,0.0,0.0,{nan},{'GEM': {'G100000828757'}}
10467,Dersekow Wind Farm,Wind,Onshore,PP,Germany,20.0,,2009.0,,,54.0531,13.2583,,0.0,0.0,0.0,{nan},{'GEM': {'G100000914516'}}
10468,Derval Lusanger Wind Farm,Wind,Onshore,PP,France,16.0,,2007.0,,,47.6577,-1.6776,,0.0,0.0,0.0,{nan},{'GEM': {'G100000913383'}}
10469,Des Hauts Pres Wind Farm,Wind,Onshore,PP,France,52.0,,2019.0,,,49.648250000000004,2.8935,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100000916221', 'G100000924209'}}"
10470,Desafio Solar Farm,Solar,PV,PP,Spain,50.0,,,,,41.3389,-0.5935,,0.0,0.0,0.0,{nan},{'GEM': {'G100001008905'}}
10471,Descartes Confidentiel Solar Farm,Solar,PV,PP,France,5.6,,2018.0,,,46.9741,0.6995,,0.0,0.0,0.0,{nan},{'GEM': {'G100000819335'}}
10472,Desford Solar Farm,Solar,PV,PP,United Kingdom,5.0,,2016.0,,,52.6403,-1.2633,,0.0,0.0,0.0,{nan},{'GEM': {'G100000828758'}}
10473,Despoina Solar Farm,Solar,PV,PP,Greece,2.0,,,,,38.4638,21.6626,,0.0,0.0,0.0,{nan},{'GEM': {'G100000825414'}}
10474,Dessau,Natural Gas,CCGT,CHP,Germany,52.0,,2021.0,,,51.82685,12.23003,,0.0,0.0,0.0,{nan},{'GEM': {'L100000101981'}}
10475,Dessel Solar,Solar,PV,PP,Belgium,7.0,,2020.0,,,51.229,5.147,,0.0,0.0,0.0,{nan},{'GEM': {'G100001008393'}}
10476,Destry Wind Farm,Wind,Onshore,PP,France,28.0,,2010.0,,,48.9543,6.5863499999999995,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100000911566', 'G100000913396'}}"
10477,Deta Solar,Solar,PV,PP,Romania,6.0,,2014.0,,,45.3954,21.1997,,0.0,0.0,0.0,{nan},{'GEM': {'G100001007701'}}
10478,Detern Wind Farm,Wind,Onshore,PP,Germany,25.0,,2018.0,,,53.1871,7.7061,,0.0,0.0,0.0,{nan},{'GEM': {'G100000915734'}}
10479,Dettingen Ba Solar Farm,Solar,PV,PP,Germany,2.2,,2022.0,,,48.5898,10.1263,,0.0,0.0,0.0,{nan},{'GEM': {'G100000821035'}}
10480,Deuba Solar Farm,Solar,PV,PP,Germany,1.1,,2009.0,,,49.5011,6.7552,,0.0,0.0,0.0,{nan},{'GEM': {'G100000821036'}}
10481,Deutchkreuz Wind Farm,Wind,Onshore,PP,Austria,14.0,,2005.0,,,47.5801,16.6214,,0.0,0.0,0.0,{nan},{'GEM': {'G100000912629'}}
10482,Deutsch Haslau Wind Farm,Wind,Onshore,PP,Austria,18.0,,2014.0,,,48.0478,16.9837,,0.0,0.0,0.0,{nan},{'GEM': {'G100000913954'}}
10483,Deutsche Bucht Wind Farm,Wind,Offshore,PP,Germany,260.0,,2019.0,,,54.3036,5.7894,,0.0,0.0,0.0,{nan},{'GEM': {'G100000919812'}}
10484,Deux Rivieres Wind Farm,Wind,Onshore,PP,France,38.0,,2015.0,,,48.6674,6.6108,,0.0,0.0,0.0,{nan},{'GEM': {'G100000924134'}}
10485,Deva Wind Farm,Wind,Onshore,PP,Spain,40.0,,2003.0,,,42.2656,-8.2704,,0.0,0.0,0.0,{nan},{'GEM': {'G100000917607'}}
10486,Devay Confidentiel Solar Farm,Solar,PV,PP,France,1.3,,2022.0,,,46.8057,3.5481,,0.0,0.0,0.0,{nan},{'GEM': {'G100000819337'}}
10487,Devzos Industrial Area Solar Farm,Solar,PV,PP,Greece,1.0,,,,,41.7316,26.1546,,0.0,0.0,0.0,{nan},{'GEM': {'G100000825415'}}
10488,Dexamenes Wind Farm,Wind,Onshore,PP,Greece,15.0,,2023.0,,,38.0645,24.5773,,0.0,0.0,0.0,{nan},{'GEM': {'G100000913037'}}
10489,Dezen Solar Farm,Solar,PV,PP,France,2.0,,2021.0,,,44.6036,0.3083,,0.0,0.0,0.0,{nan},{'GEM': {'G100000819338'}}
10490,Dgp Marktheidenfeld Solar Farm,Solar,PV,PP,Germany,5.0,,2010.0,,,49.894,9.6027,,0.0,0.0,0.0,{nan},{'GEM': {'G100000821037'}}
10491,Dgp Sonnewalde Solar Farm,Solar,PV,PP,Germany,1.6,,2010.0,,,51.6792,13.6458,,0.0,0.0,0.0,{nan},{'GEM': {'G100000821038'}}
10492,Dhamma Energy Rooftop Solar Farm,Solar,PV,PP,France,2.7,,2022.0,,,44.6477,4.7825,,0.0,0.0,0.0,{nan},{'GEM': {'G100000819339'}}
10493,Dhuy Wind Farm,Wind,Onshore,PP,Belgium,14.0,,2022.0,,,50.5433,4.8689,,0.0,0.0,0.0,{nan},{'GEM': {'G100000923793'}}
10494,Diakophtes Wind Farm,Wind,Onshore,PP,Greece,29.7,,2019.0,,,38.14265,24.26885,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100000914050', 'G100000911388'}}"
10495,Dickenbergba Solar Farm,Solar,PV,PP,Germany,1.5,,2013.0,,,49.2673,6.8858,,0.0,0.0,0.0,{nan},{'GEM': {'G100000821039'}}
10496,Didcot,Hard Coal,Steam Turbine,PP,United Kingdom,2172.0,,1970.0,,2013.0,51.622252,-1.260853,,0.0,0.0,0.0,"{nan, nan, nan, nan}","{'GEM': {'G100000102372', 'G100000102373', 'G100000102374', 'G100000102371'}}"
10497,Didemos Lophos Dichalo Wind Farm,Wind,Onshore,PP,Greece,26.0,,2005.0,,,41.156,25.9104,,0.0,0.0,0.0,{nan},{'GEM': {'G100000915925'}}
10498,Didsiliai Wind Farm,Wind,Onshore,PP,Lithuania,21.0,,2012.0,,,55.3838,21.5726,,0.0,0.0,0.0,{nan},{'GEM': {'G100000915031'}}
10499,Die Gleiche Wind Farm,Wind,Onshore,PP,Germany,18.0,,2017.0,,,50.8068,9.3208,,0.0,0.0,0.0,{nan},{'GEM': {'G100000913955'}}
10500,Die Sonnenstrom Ag Landquart Solar,Solar,PV,PP,Switzerland,2.1,,2015.0,,2035.0,46.9548,9.5614,,0.0,0.0,0.0,{nan},{'GEM': {'G100001012010'}}
10501,Diederichs Solar,Solar,PV,PP,Germany,1.4,,2023.0,,,52.2892,7.1776,,0.0,0.0,0.0,{nan},{'GEM': {'G100001002437'}}
10502,Diedersbull Wind Farm,Wind,Onshore,PP,Germany,10.0,,2016.0,,,54.8378,8.7026,,0.0,0.0,0.0,{nan},{'GEM': {'G100000910478'}}
10503,Diekhusen Fahrstedt Windpark,Wind,Onshore,PP,Germany,18.0,,2016.0,,,53.9422,9.053,,0.0,0.0,0.0,{nan},{'GEM': {'G100000913956'}}
10504,Diekirch Solar,Solar,PV,PP,Luxembourg,1.8,,,,,49.8648,6.1541,,0.0,0.0,0.0,{nan},{'GEM': {'G100001011959'}}
10505,Diemelsee Wind Farm,Wind,Onshore,PP,Germany,14.0,,2009.0,,,51.3346,8.8521,,0.0,0.0,0.0,{nan},{'GEM': {'G100000912630'}}
10506,Diemoz Confidentiel Solar,Solar,PV,PP,France,2.5,,,,,45.5888,5.094,,0.0,0.0,0.0,{nan},{'GEM': {'G100001004026'}}
10507,Diepenau Wind Farm,Wind,Onshore,PP,Germany,18.0,,2012.0,,,52.4353,8.7606,,0.0,0.0,0.0,{nan},{'GEM': {'G100000913957'}}
10508,Dieppe Le Treport Wind Farm,Wind,Offshore,PP,France,496.0,,2026.0,,,50.1876,1.0274,,0.0,0.0,0.0,{nan},{'GEM': {'G100000920005'}}
10509,Diesen Site Solar Farm,Solar,PV,PP,France,22.200000000000003,,2021.0,,,49.157,6.6536,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100000819130', 'G100000819971'}}"
10510,Diesslings Solar,Solar,PV,PP,Germany,3.0,,2023.0,,,47.9066,10.2132,,0.0,0.0,0.0,{nan},{'GEM': {'G100001002438'}}
10511,Diest Bekkevoort Wind Farm,Wind,Onshore,PP,Belgium,24.0,,2011.0,,,50.9485,5.04965,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100000911326', 'G100000911316'}}"
10512,Diethnis Aerolimenas Athinon Solar Farm,Solar,PV,PP,Greece,8.0,,,,,37.9243,23.9477,,0.0,0.0,0.0,{nan},{'GEM': {'G100000825417'}}
10513,Dietrichsfeld Wind Farm,Wind,Onshore,PP,Germany,27.0,,2017.0,,,53.54895,7.50255,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100000913166', 'G100000924640'}}"
10514,Differdange Solar,Solar,PV,PP,Luxembourg,13.0,,,,,49.5208,5.8892,,0.0,0.0,0.0,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001011941', 'G100001011943', 'G100001011945', 'G100001011944', 'G100001011942'}}"
10515,Digerberget Wind Farm,Wind,Onshore,PP,Sweden,12.0,,2011.0,,,62.5142,14.6358,,0.0,0.0,0.0,{nan},{'GEM': {'G100000911567'}}
10516,Digoin Confidentiel Solar Farm,Solar,PV,PP,France,2.0,,2012.0,,,46.481,3.9786,,0.0,0.0,0.0,{nan},{'GEM': {'G100000819340'}}
10517,Dijon Confidentiel Solar Farm,Solar,PV,PP,France,12.8,,2020.0,,,47.3216,5.0415,,0.0,0.0,0.0,{nan},{'GEM': {'G100000819341'}}
10518,Dimini Volou Solar,Solar,PV,PP,Greece,1.0,,,,,39.3712,22.8813,,0.0,0.0,0.0,{nan},{'GEM': {'G100001005483'}}
10519,Dimiri Solar Farm,Solar,PV,PP,Greece,6.5,,,,,38.12705,21.452849999999998,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100000825571', 'G100000825419'}}"
10520,Dimitrovgrad Solar,Solar,PV,PP,Bulgaria,5.5,,2012.0,,,42.0764,25.6175,,0.0,0.0,0.0,{nan},{'GEM': {'G100001009560'}}
10521,Dimosia Abelochoriou Solar Farm,Solar,PV,PP,Greece,3.2,,,,,38.2937,23.26115,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100000825699', 'G100000825420'}}"
10522,Dimou Thivaion Solar Farm,Solar,PV,PP,Greece,38.8,,,,,38.3431,23.413,,0.0,0.0,0.0,{nan},{'GEM': {'G100000825421'}}
10523,Dingelstadt Hm Heizkorper Solar Farm,Solar,PV,PP,Germany,3.0,,2008.0,,,51.3009,10.2912,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100001003126', 'G100000821041'}}"
10524,Dingen Wind Farm,Wind,Onshore,PP,Germany,24.0,,2011.0,,,53.953950000000006,9.1011,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100000912631', 'G100000910479'}}"
10525,Dingolfing Solar Farm,Solar,PV,PP,Germany,7.5,,2004.0,,,48.6453,12.4457,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100000822955', 'G100000821042'}}"
10526,Dinkelsbuhl Wilburgstetten Wind Farm,Wind,Onshore,PP,Germany,13.0,,2015.0,,,49.0438,10.3909,,0.0,0.0,0.0,{nan},{'GEM': {'G100000912282'}}
10527,Dinklage Hone Wind Farm,Wind,Onshore,PP,Germany,16.0,,2003.0,,,52.6974,8.1056,,0.0,0.0,0.0,{nan},{'GEM': {'G100000913384'}}
10528,Diou Confidentiel Solar Farm,Solar,PV,PP,France,12.0,,2013.0,,,46.5334,3.7466,,0.0,0.0,0.0,{nan},{'GEM': {'G100000819342'}}
10529,Diou Wind Farm,Wind,Onshore,PP,France,37.0,,2015.0,,,47.039950000000005,1.98275,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100000915050', 'G100000913038'}}"
10530,Dirlammen Wind Farm,Wind,Onshore,PP,Germany,10.0,,2000.0,,,50.6128,9.2775,,0.0,0.0,0.0,{nan},{'GEM': {'G100000910480'}}
10531,Discaria Malagrotta,Natural Gas,CCGT,CHP,Italy,46.0,,2008.0,,,41.8579,12.3523,,0.0,0.0,0.0,{nan},{'GEM': {'L100000408808'}}
10532,Dissau Wind Farm,Wind,Onshore,PP,Germany,12.0,,2016.0,,,53.9419,10.5796,,0.0,0.0,0.0,{nan},{'GEM': {'G100000924641'}}
10533,District Of Banska Stiavnica Solar,Solar,PV,PP,Slovakia,1.8,,,,,48.476,18.9203,,0.0,0.0,0.0,{nan},{'GEM': {'G100001007983'}}
10534,District Of Brezno Solar,Solar,PV,PP,Slovakia,1.7,,,,,48.8522,19.9209,,0.0,0.0,0.0,{nan},{'GEM': {'G100001008046'}}
10535,District Of Detva Solar,Solar,PV,PP,Slovakia,4.2,,,,,48.54165,19.32965,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100001008072', 'G100001007999'}}"
10536,District Of Detva Solar,Solar,PV,PP,Slovakia,3.3,,,,,48.5937,19.3749,,0.0,0.0,0.0,{nan},{'GEM': {'G100001007984'}}
10537,District Of Detva Solar,Solar,PV,PP,Slovakia,2.1,,,,,48.5514,19.5891,,0.0,0.0,0.0,{nan},{'GEM': {'G100001008009'}}
10538,District Of Dunajska Streda Solar,Solar,PV,PP,Slovakia,1.3,,,,,48.0853,17.6255,,0.0,0.0,0.0,{nan},{'GEM': {'G100001007992'}}
10539,District Of Dunajska Streda Solar,Solar,PV,PP,Slovakia,1.2,,,,,47.9765,17.4168,,0.0,0.0,0.0,{nan},{'GEM': {'G100001008001'}}
10540,District Of Dunajska Streda Solar,Solar,PV,PP,Slovakia,1.8,,,,,48.1207,17.3738,,0.0,0.0,0.0,{nan},{'GEM': {'G100001008071'}}
10541,District Of Dunajska Streda Solar,Solar,PV,PP,Slovakia,13.4,,,,,47.9882,17.6443,,0.0,0.0,0.0,{nan},{'GEM': {'G100001007944'}}
10542,District Of Gelnica Solar,Solar,PV,PP,Slovakia,1.6,,,,,48.8667,21.001,,0.0,0.0,0.0,{nan},{'GEM': {'G100001008049'}}
10543,District Of Humenne Solar,Solar,PV,PP,Slovakia,3.1,,,,,48.9365,21.8722,,0.0,0.0,0.0,{nan},{'GEM': {'G100001007966'}}
10544,District Of Ilava Solar,Solar,PV,PP,Slovakia,1.0,,,,,49.0288,18.2231,,0.0,0.0,0.0,{nan},{'GEM': {'G100001008058'}}
10545,District Of Kezmarok Solar,Solar,PV,PP,Slovakia,1.6,,,,,49.0382,20.4328,,0.0,0.0,0.0,{nan},{'GEM': {'G100001007979'}}
10546,District Of Komarno Solar,Solar,PV,PP,Slovakia,7.4,,,,,47.838899999999995,18.0064,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100001008050', 'G100001007963'}}"
10547,District Of Komarno Solar,Solar,PV,PP,Slovakia,1.6,,,,,47.8576,18.1371,,0.0,0.0,0.0,{nan},{'GEM': {'G100001008037'}}
10548,District Of Komarno Solar,Solar,PV,PP,Slovakia,2.6,,,,,47.7837,18.0837,,0.0,0.0,0.0,{nan},{'GEM': {'G100001008028'}}
10549,District Of Komarno Solar,Solar,PV,PP,Slovakia,11.7,,,,,47.8831,18.18775,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G100001008025', 'G100001007950'}}"
10550,District Of Komarno Solar,Solar,PV,PP,Slovakia,6.6,,,,,47.9033,17.9871,,0.0,0.0,0.0,{nan},{'GEM': {'G100001008029'}}
10551,District Of Kosice Okolie Solar,Solar,PV,PP,Slovakia,2.9,,,,,48.7835,21.4002,,0.0,0.0,0.0,{nan},{'GEM': {'G100001007943'}}
10552,District Of Kosice Okolie Solar,Solar,PV,PP,Slovakia,3.6,,,,,48.5685,21.1682,,0.0,0.0,0.0,{nan},{'GEM': {'G100001007980'}}
